run_number,fill_number,duration,delivered_lumi,recorded_lumi,start_time,end_time,l1_triggers_counter,hlt_physics_counter,components,l1_hlt_mode_stripped,l1_key,hlt_key
321778,7087,3368,45.80384375,38.656421875,2018-08-25 16:03:55,2018-08-25 17:00:03,232850522.0,3471337.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321777,7087,6540,95.330125,87.6711328125,2018-08-25 14:14:14,2018-08-25 16:03:14,492023370.0,7880665.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321776,7087,1009,16.3304296875,14.691875,2018-08-25 13:56:42,2018-08-25 14:13:31,76543292.0,1328127.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321775,7087,1152,20.6395078125,17.164875,2018-08-25 13:35:13,2018-08-25 13:54:25,90487613.0,1910238.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321774,7087,3099,53.15180078125,49.377951171875,2018-08-25 12:42:52,2018-08-25 13:34:31,236950055.0,4498609.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321773,7087,2002,33.058140625,28.578294921875,2018-08-25 12:07:24,2018-08-25 12:40:46,153598351.0,3156980.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321760,7083,20125,161.78553125,157.07565625,2018-08-24 19:44:11,2018-08-25 01:19:36,1399526289.0,14965508.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321759,7083,265,4.71840625,2.0916875,2018-08-24 19:36:03,2018-08-24 19:40:28,13530727.0,289670.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321758,7083,4325,49.670171875,45.894640625,2018-08-24 18:20:23,2018-08-24 19:32:28,314897966.0,4241848.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321755,7083,16852,229.5271875,218.506125,2018-08-24 13:35:41,2018-08-24 18:16:33,1146257878.0,26748106.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v192,l1_trg_collisions2018/v53,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321735,7080,3545,24.90525,24.2040625,2018-08-24 08:32:43,2018-08-24 09:31:48,232657353.0,2379285.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018-l1menu-validation/v22,l1_trg_collisions2018-l1menu-validation/v9,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321732,7080,33655,375.230890625,360.5039140625,2018-08-23 23:10:19,2018-08-24 08:31:14,2581606069.0,33815948.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v191,l1_trg_collisions2018/v52,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321731,7080,105,4.0859609375,4.6875E-05,2018-08-23 23:05:34,2018-08-23 23:07:19,514.0,2.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v191,l1_trg_collisions2018/v52,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321730,7080,6744,117.946314086914,104.592182723999,2018-08-23 21:09:30,2018-08-23 23:01:54,520404372.0,9844594.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v191,l1_trg_collisions2018/v52,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321712,7078,6277,95.265236328125,91.526892578125,2018-08-23 13:41:33,2018-08-23 15:26:10,512630731.0,8557877.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018-hltmenu-validation/v37,l1_trg_collisions2018/v52,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321710,7078,1233,19.790935302734,17.38050863266,2018-08-23 13:19:25,2018-08-23 13:39:58,84092136.0,1665595.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v189,l1_trg_collisions2018/v52,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321709,7078,967,1.859009765625,0.015924150467,2018-08-23 13:01:46,2018-08-23 13:17:53,16332501.0,175717.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018-hltmenu-validation/v37,l1_trg_collisions2018/v52,/cdaq/physics/Run2018/2e34/v3.4.1/HLT/V1
321475,7069,48859,500.76546875,483.45928125,2018-08-20 01:10:57,2018-08-20 14:45:16,3167123633.0,44011980.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321461,7065,3648,22.68171875,21.9890625,2018-08-19 19:37:29,2018-08-19 20:38:17,206828410.0,2092918.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321457,7065,44025,512.6190625,491.80971875,2018-08-19 07:21:11,2018-08-19 19:34:56,2933104520.0,44316964.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321436,7063,16917,144.77425,141.064,2018-08-18 20:20:07,2018-08-19 01:02:04,1086394545.0,12959388.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321434,7063,14988,193.340265625,183.7601484375,2018-08-18 16:06:19,2018-08-18 20:16:07,1025054155.0,16208922.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321433,7063,2947,49.1072734375,43.299328125,2018-08-18 15:14:18,2018-08-18 16:03:25,204560728.0,3815837.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321432,7063,1148,20.36990625,16.81504296875,2018-08-18 14:53:32,2018-08-18 15:12:40,73060401.0,1486896.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321431,7063,4265,64.35711328125,57.7917734375,2018-08-18 13:39:45,2018-08-18 14:50:50,269457519.0,5283605.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321415,7061,21898,167.18965625,162.1915,2018-08-18 05:20:36,2018-08-18 11:25:34,1397291664.0,14619412.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321414,7061,29714,404.8096875,387.6995,2018-08-17 21:01:45,2018-08-18 05:16:59,2108399309.0,35775080.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v188,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321397,7058,8705,55.4816875,53.9173125,2018-08-17 16:05:42,2018-08-17 18:30:47,509429416.0,5336831.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018-hltmenu-validation/v36,l1_trg_collisions2018menuval/v23,/cdaq/physics/Run2018/2e34/v3.4.0/HLT/V2
321396,7058,34285,387.0258984375,371.1838515625,2018-08-17 06:29:00,2018-08-17 16:00:25,2260024312.0,33354196.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v186,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321393,7058,3390,56.079908203125,52.592984233856,2018-08-17 05:31:50,2018-08-17 06:28:20,223764182.0,4768364.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v186,l1_trg_collisions2018/v51,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321313,7056,9827,28.1866875,27.74,2018-08-16 01:54:20,2018-08-16 04:38:07,267396614.0,3226955.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321312,7056,17763,63.6505,61.573,2018-08-15 20:54:30,2018-08-16 01:50:33,591506618.0,6857776.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321311,7056,277,1.5955,0.4758125,2018-08-15 20:47:33,2018-08-15 20:52:10,15069069.0,56920.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321310,7056,4033,18.0034375,16.8539375,2018-08-15 19:37:36,2018-08-15 20:44:49,158568142.0,1781347.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321305,7056,62030,640.7761875,612.3770625,2018-08-15 01:53:49,2018-08-15 19:07:39,3892216634.0,55708629.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321296,7055,1739,15.21446875,14.6275625,2018-08-14 22:54:39,2018-08-14 23:23:38,106933527.0,1329205.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321295,7055,17503,215.63421875,206.5959375,2018-08-14 18:00:31,2018-08-14 22:52:14,1196976657.0,18446876.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321294,7055,1472,23.47728125,20.9064921875,2018-08-14 17:35:02,2018-08-14 17:59:34,97798153.0,1825277.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321283,7055,8358,156.38165625,122.651515625,2018-08-14 14:46:51,2018-08-14 17:06:09,535410733.0,11104623.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321262,7054,367,2.009908203125,1.922301269531,2018-08-14 12:49:05,2018-08-14 12:55:12,8681805.0,184399.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321261,7054,1375,8.071568847656,5.205845703125,2018-08-14 12:23:52,2018-08-14 12:46:47,37812626.0,561713.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321233,7053,17528,243.035859375,235.8303359375,2018-08-14 04:46:45,2018-08-14 09:38:53,1139693264.0,20236491.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321232,7053,621,11.8942421875,6.096796875,2018-08-14 04:34:58,2018-08-14 04:45:19,24985502.0,529624.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321231,7053,1425,28.7751015625,14.695783203125,2018-08-14 04:08:04,2018-08-14 04:31:49,60853987.0,1285028.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321230,7053,2867,38.026703125,23.767326171875,2018-08-14 03:17:10,2018-08-14 04:04:57,106122896.0,2179644.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321221,7052,1071,6.17490625,6.03928125,2018-08-14 00:12:34,2018-08-14 00:30:25,56095437.0,574760.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321219,7052,21724,190.3211875,184.6983125,2018-08-13 18:09:41,2018-08-14 00:11:45,1386438204.0,16679316.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321218,7052,22461,303.68596875,288.35925,2018-08-13 11:54:12,2018-08-13 18:08:33,1406397638.0,25140151.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321178,7048,2609,25.36565625,24.6075625,2018-08-13 06:54:45,2018-08-13 07:38:14,118784274.0,2047701.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321177,7048,12007,189.22265625,175.5446875,2018-08-13 03:25:03,2018-08-13 06:45:10,722112736.0,20603538.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321167,7047,21697,289.28978125,280.4631796875,2018-08-12 15:49:58,2018-08-12 21:51:35,1418058134.0,24271943.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321166,7047,318,8.49678125,3.4019140625,2018-08-12 15:41:41,2018-08-12 15:46:59,14022719.0,296922.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321165,7047,78,24.3860703125,0.33384765625,2018-08-12 15:18:27,2018-08-12 15:19:45,1633556.0,34438.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321164,7047,1563,31.224556640625,26.623084960938,2018-08-12 14:49:42,2018-08-12 15:15:45,109058204.0,2360759.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321162,7047,1259,17.266607421875,12.273041015625,2018-08-12 14:25:26,2018-08-12 14:46:25,59696866.0,1138956.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321149,7045,40915,458.5910625,445.09240625,2018-08-11 22:11:34,2018-08-12 09:33:29,2614839988.0,39586069.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321140,7043,18752,123.231828125,120.409375,2018-08-11 14:24:08,2018-08-11 19:36:40,1114611514.0,11514086.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321138,7043,17171,156.09435546875,145.650020507813,2018-08-11 09:31:48,2018-08-11 14:17:59,1060104244.0,13290592.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321134,7043,3016,35.13878125,8.954513671875,2018-08-11 08:26:32,2018-08-11 09:16:48,63568792.0,920555.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321126,7042,11716,84.11353125,81.384625,2018-08-11 01:02:41,2018-08-11 04:17:57,704154837.0,7599953.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321124,7042,19116,209.036734375,188.986453125,2018-08-10 19:19:29,2018-08-11 00:38:05,1215132093.0,16806873.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321123,7042,140,3.177875,0.00725,2018-08-10 19:14:47,2018-08-10 19:17:07,39719.0,638.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321122,7042,9140,130.3399296875,122.42678125,2018-08-10 16:41:23,2018-08-10 19:13:43,622007021.0,10683077.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321121,7042,1101,19.13759375,16.1000234375,2018-08-10 16:21:23,2018-08-10 16:39:44,78519899.0,1415230.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321119,7042,4997,67.5788515625,60.10015234375,2018-08-10 14:54:57,2018-08-10 16:18:14,263792985.0,5471657.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321069,7040,7635,52.4699375,50.7155625,2018-08-10 02:53:14,2018-08-10 05:00:29,469737447.0,4770774.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321068,7040,16514,155.734671875,150.02575,2018-08-09 22:15:42,2018-08-10 02:50:56,1046714774.0,13432129.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321067,7040,14885,187.008078125,178.465109375,2018-08-09 18:05:59,2018-08-09 22:14:04,918545505.0,15701033.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321055,7039,17904,137.1094375,133.60015625,2018-08-09 10:34:37,2018-08-09 15:33:01,1100830562.0,12406964.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
